ObjectID,Title,Artist,Date,Culture,Source,CopyrightStatus,Classification,ImageURL
"safe-japanese-81212","Self-Portrait as a Fisherman","Katsushika Hokusai 葛飾 北斎
Japanese, 1760–1849","1835","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/5f06d84d-8221-6e11-cc22-c58640a7e6b4/full/843,/0/default.jpg"
"safe-japanese-23650","Fujieda station on the Tokaido","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1796","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/f9641f2c-6f57-80e4-e228-1848ae45d372/full/843,/0/default.jpg"
"safe-japanese-2885","Nihonbashi, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/92c19482-deea-c24e-47c6-b20bd16b1855/full/843,/0/default.jpg"
"safe-japanese-81248","Mount Fuji with Cherry Trees in Bloom","Katsushika Hokusai 葛飾 北斎
Japanese, 1760–1849","c. 1801/05","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/0b20c446-9a86-f638-6ad8-9fbd57352146/full/843,/0/default.jpg"
"safe-japanese-57271","A Peasant Crossing a Bridge, from the series A True Mirror of Chinese and Japanese Poems","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","late 1830s","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/a0a3469e-c44e-0498-0fe6-5f8dfb16e54e/full/843,/0/default.jpg"
"safe-japanese-25183","Ono Falls on the Kisokaidō Road(Kisokaidō Ono no bakufu), from the series Tour of the Waterfalls in Various Provinces (Shokoku taki meguri)","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","About 1833","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/5afdcd6d-d946-ae18-469e-d193c56f5d45/full/843,/0/default.jpg"
"safe-japanese-192276","Hokusai manga (Sketches of Hokusai), v. 1-3, 5-11, and 14 of 15","Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849","1812/78","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","book","https://www.artic.edu/iiif/2/58962d76-c34a-5ebe-c798-f18f0846298d/full/843,/0/default.jpg"
"safe-japanese-3028","Kameyama, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/5aa37ed8-220d-2c25-c8fe-3436d421d6bf/full/843,/0/default.jpg"
"safe-japanese-15817","Ichikawa Danjuro VI","Katsushika Hokusai 葛飾 北斎 (signed Shunro) 
Japanese, 1760-1849","c. 1792/93","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/f6c62014-cc92-2d00-617d-e504172d1c74/full/843,/0/default.jpg"
"safe-japanese-3046","Ishibei, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/31a664b4-9ede-ad07-da35-20a2011fb0ac/full/843,/0/default.jpg"
"safe-japanese-89524","Ariwara no Narihirafrom the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Katsushika Hokusai 葛飾 北斎 
Japanese, 1760-1849","1835–36","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/c1c10e48-68dc-9326-0ae8-494ced8eba4e/full/843,/0/default.jpg"
"safe-japanese-2920","Yui, from the series """"Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/5655883f-2f17-22d7-f4be-547449b68317/full/843,/0/default.jpg"
"safe-japanese-2922","Okitsu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/9c35b51b-c610-50f3-bfc2-4d272e42af2d/full/843,/0/default.jpg"
"safe-japanese-13255","Yoro Waterfall in Mino Province (Mino no kuni Yoro no taki), from the series Tour of the Waterfalls in Various Provinces (Shokoku Takimeguri)","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1833","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/d0e64f27-a884-a994-7962-f5b1dd863edb/full/843,/0/default.jpg"
"safe-japanese-24800","Ejiri in Suruga Province (Sunshu Ejiri), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1830/33","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/5f3cc8e1-a024-9d9c-4d75-a18c5fcbbe65/full/843,/0/default.jpg"
"safe-japanese-18969","Kajikazawa in Kai Province (Koshu Kajikazawa), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1830/33","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/81114385-3f62-e1ad-64d3-9dcc2b07b2b0/full/843,/0/default.jpg"
"safe-japanese-2912","Numatsu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/96cbf416-657e-54b4-191a-94f015260ab0/full/843,/0/default.jpg"
"safe-japanese-2925","Ejiri, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/db52355a-5a59-f7eb-ec9c-7bed10b8700d/full/843,/0/default.jpg"
"safe-japanese-2910","Mishima, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/a52706e1-a7bb-0a32-fbf8-f35fb6d573c6/full/843,/0/default.jpg"
"safe-japanese-2929","Mariko, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/4216423e-c95a-ab7c-ca84-65ca1159ed40/full/843,/0/default.jpg"
"safe-japanese-2997","Chiriyu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/50e26167-8051-e05b-ab88-4084cf929a0e/full/843,/0/default.jpg"
"safe-japanese-3051","Kusatsu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/a1adfbcc-bdb8-a791-adb4-9e868c7912e0/full/843,/0/default.jpg"
"safe-japanese-47407","The Mansion of the Plates (Sara yashiki), from the series ""One Hundred Ghost Tales (Hyaku monogatari)""","Katsushika Hokusai 葛飾 北斎 (Japanese, 1760-1849)","1831-32","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/0b59ff1e-d677-8eed-75ab-d5dad6fd1865/full/843,/0/default.jpg"
"safe-japanese-2994","Okazaki, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/44dd21c6-c667-c5d1-0ea5-a7dda29431a0/full/843,/0/default.jpg"
"safe-japanese-87005","A Mild Breeze on a Fine Day (Gaifu kaisei), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1830/33","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/38726da7-8122-dc49-9243-766a1eeba9ed/full/843,/0/default.jpg"
"safe-japanese-2941","Kanaya, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/09e0b17d-8a17-1d4d-3bea-d8939bb1fdda/full/843,/0/default.jpg"
"safe-japanese-24790","Tama River in Musashi Province (Bushu Tamagawa), from the series ""Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849
Publisher: Hibino Yohachi
Japanese, unknown","c. 1830/33","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/bf2c118b-d095-0e97-5118-9a65dd073f12/full/843,/0/default.jpg"
"safe-japanese-25117","Hydrangea and Swallow, from an untitled series of large flowers","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1833/34","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/9bc87079-663c-f320-2da5-29dcd86c68f4/full/843,/0/default.jpg"
"safe-japanese-2938","Shimada, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/42916f4e-8356-9aad-0614-57c37f3e86e0/full/843,/0/default.jpg"
"safe-japanese-2899","Fujisawa, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/2c9e41d1-460d-549d-e2c8-dd6ad6e67798/full/843,/0/default.jpg"
"safe-japanese-2918","Kambara, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/996ebd36-3480-babb-5ce8-04737dfe7e63/full/843,/0/default.jpg"
"safe-japanese-2916","Yoshiwara, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849","c. 1806","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/56896ad6-7965-00e6-79e6-6d33dbee6a3f/full/843,/0/default.jpg"
"safe-japanese-149104","A Perspective View: The Two Deva Kings Gate of Kinryuzan Temple (Ukie: Kinryuzan niomon no zu)","Katsushika Hokusai 葛飾 北斎
Japanese, 1760-1849
Brush name: Katsukawa Shunro","1781/89","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/b8acd342-a7e9-d370-ef63-fcdb9284b653/full/843,/0/default.jpg"
"safe-japanese-4371","Hamamatsu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/cef4e5df-a749-090b-b897-7d5f40654685/full/843,/0/default.jpg"
"safe-japanese-4368","Mitsuke: Ferries Crossing the Tenryu River (Mitsuke, Tenryugawa funawatashi), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/2920ee93-7e74-393e-c270-d58847eb9af7/full/843,/0/default.jpg"
"safe-japanese-10926","Mishima: Morning Mist (Mishima, asagiri), from the series ""Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1833/34","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/c047003a-949c-a581-7c5a-2c415e8cac75/full/843,/0/default.jpg"
"safe-japanese-4378","Arai, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/5f02bf6d-cc6d-a56f-bebb-c7c8136d43cc/full/843,/0/default.jpg"
"safe-japanese-4374","Maisaka: The Ferry at Imagiri (Maisaka, Imagiri funawatashi), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/1c1e5e7e-3031-5e5e-3cd6-b744dc7927d3/full/843,/0/default.jpg"
"safe-japanese-11050","No. 37: Miyanokoshi, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1835/38","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/0c3cfa88-eaac-afd5-63eb-c74e7b4d9382/full/843,/0/default.jpg"
"safe-japanese-11054","No. 32: Seba, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1835/38","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/f7a5cc17-a592-2068-49db-fbc068e9491c/full/843,/0/default.jpg"
"safe-japanese-19040","Snow at Benzaiten Shrine in Inokashira Pond (Inokashira no ike Benzaiten no yashiro yuki no kei), from the series ""Snow, Moon, and Flowers at Famous Places (Meisho setsugekka)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1844/45","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/880f5bf5-4675-c0aa-2e39-1eec70e6c9df/full/843,/0/default.jpg"
"safe-japanese-25613","Kanbara: Evening Snow (Kanbara, yoru no yuki), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1833/34","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/c287562e-816e-096c-022a-b05199ba4b8f/full/843,/0/default.jpg"
"safe-japanese-18307","Shirasuka: Shiomi Slope,no. 33 from the series Fifty-Three Stations of the Tokaido (Tōkaidō gojūsan tsugi)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1847-52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/b0416125-7910-a0a3-75bb-b01f935c2af3/full/843,/0/default.jpg"
"safe-japanese-18366","Oumayagashi, from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1857","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/d8930f0d-428c-5bac-718a-060daf54261c/full/843,/0/default.jpg"
"safe-japanese-10932","Snow at Akabane Bridge in Shiba (Shiba Akabane no yuki), from the series ""Famous Places in the Eastern Capital (Toto meisho)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1843/47","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/66ebff3a-12b4-763f-8f56-167301b59360/full/843,/0/default.jpg"
"safe-japanese-10922","Macaw on a pine branch","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1835","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/124c27c6-2889-e012-6566-006f81a390d9/full/843,/0/default.jpg"
"safe-japanese-13192","Asakusa Rice Fields and Torinomachi Festival (Asakusa tanbo Torinomachi mode), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1857","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/047eeb02-33ce-1e06-cbf7-777cb73ecb5d/full/843,/0/default.jpg"
"safe-japanese-18278","Hodogaya: Katabira River and Katabira Brige (Hodogaya, Katabiragawa Katabirabashi)—No. 5, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/6fe1cd27-c1d2-fce2-2571-99cc2cd91b57/full/843,/0/default.jpg"
"safe-japanese-18416","No. 56: Mieji, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1835/38","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/511cfed0-6388-94cc-b17b-871670f29f7f/full/843,/0/default.jpg"
"safe-japanese-4400","Chiryu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/3f80a6e4-7a2d-8dc9-33bc-c3dfe45ed9f1/full/843,/0/default.jpg"
"safe-japanese-18329","Kuwana: Ferryboat at Shichiri Crossing (Kuwana, Shichiri no watashibune)—No. 43, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/210043f4-3073-21d8-bf8b-ea2069fdaa37/full/843,/0/default.jpg"
"safe-japanese-4321","Kanbara, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/cf02d5d4-310e-5a24-6e7c-8517c6845646/full/843,/0/default.jpg"
"safe-japanese-13154","Bingo Province: Kannon Temple at Abuto (Bingo, Abuto, Kannondo), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1853","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/72dcd316-b688-aeac-549f-95749f0eb609/full/843,/0/default.jpg"
"safe-japanese-18287","Mishima—No. 12, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/60044429-1607-0dbe-8991-027bcf02de81/full/843,/0/default.jpg"
"safe-japanese-18327","Miya: Shichiri Ferry Crossing, Gate to the Atsuta Shrine, and Nezame Village (Miya, Shichiri no watashi, Atsuta no torii, Nezame no sato)—No. 42, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/1105e4ec-d5ae-fcbe-edf3-6a9e14143170/full/843,/0/default.jpg"
"safe-japanese-13188","Precints of the Akiba Shrine, Ukeji (Ukeji Akiba no keidai), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1857","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/d31179e7-990a-1faf-8e7d-4f08977cde2c/full/843,/0/default.jpg"
"safe-japanese-19006","Satta Peak in Suruga Province (Suruga Satta mine), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1852","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/e49c855c-78ed-87b5-6a7e-0283dfbad273/full/843,/0/default.jpg"
"safe-japanese-10936","No. 28: Nagakubo, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1835/38","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/6cab31f7-7c48-8e0c-70c0-7910364b3c0d/full/843,/0/default.jpg"
"safe-japanese-19026","Oystercatchers","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1833/34","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/2f91372c-a7ba-0081-d11b-c90e282897c1/full/843,/0/default.jpg"
"safe-japanese-18296","Ejiri—No. 19, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/50bbf232-8546-9f70-0824-8e69483716cd/full/843,/0/default.jpg"
"safe-japanese-18298","Okabe: Mount Utsu (Okabe, Utsunoyama)—No. 22, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1847–52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/c3a36334-8459-a469-7691-42f5176d79a6/full/843,/0/default.jpg"
"safe-japanese-18351","Otsu—No. 54, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/8cb8ab4a-0480-0074-1ed4-8595b4d4b21e/full/843,/0/default.jpg"
"safe-japanese-4394","Akasaka, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/4e810722-055f-eac2-7b82-fae2868bb70b/full/843,/0/default.jpg"
"safe-japanese-4381","Shirasuka: View of Shiomi Slope (Shirasuka, Shiomizaka no zu), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1837/42","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/ed839719-5181-4e66-9f24-d0be96e92875/full/843,/0/default.jpg"
"safe-japanese-18290","Yoshiwara: The Famous Sight of Mount Fuji on the Left (Yoshiwara, meisho hidari Fuji)—No. 15, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1847/52","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/bf80f1aa-7ded-9574-eb3c-4eded99d333b/full/843,/0/default.jpg"
"safe-japanese-3642","Moon over Ryogoku Bridge in Summer (Natsu Ryogoku no tsuki), from the series ""Famous Places in Edo in the Four Seasons (Shiki Koto meisho)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","c. 1832/34","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/71ec4d35-d980-48cf-5cd3-4299cb83a5de/full/843,/0/default.jpg"
"safe-japanese-34277","Ryogoku Bridge and the Great Riverbank (Ryogokubashi Okawabata), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""","Utagawa Hiroshige 歌川 広重
Japanese, 1797-1858","1856","Traditional Japanese","Art Institute of Chicago (Traditional Japanese)","Public Domain","woodblock print","https://www.artic.edu/iiif/2/003e33b7-fa70-8159-20db-68e2faebdb22/full/843,/0/default.jpg"
